SourceIP,SrcPort,DstIP,DstPort,AppId,octetTotalCount,octetTotalCount_reverse,packetTotalCount_vpn,packetTotalCount_reverse_vpn,durationSeconds
27.62.188.14,10671,129.227.29.100,443,443,737,5172,5,10,25.119
34.142.153.126,443,117.243.217.10,56852,443,3250,2041,7,9,30.171
27.107.29.50,60834,52.48.101.91,443,443,1792,5851,18,19,45.836
223.239.26.102,39076,54.192.142.43,443,443,2584,7633,16,17,1.732
119.82.113.210,6101,72.145.35.109,443,443,1882,3632,12,9,1.185
59.183.88.183,57280,13.225.103.53,443,443,2107,6960,14,14,0.902
14.194.59.210,25431,104.225.177.71,9595,443,3285,7197,12,13,32.417
117.96.42.189,12954,13.127.167.120,443,443,3305,5858,22,21,57.921
3.109.224.175,443,106.200.169.82,4952,443,57889,78026,410,427,612.073
45.119.31.7,15580,65.0.210.182,443,443,2478,5261,13,11,0.423
106.195.1.138,49486,52.44.242.115,443,443,2471,8069,11,14,31.213
14.194.79.182,63707,34.36.73.246,443,443,2285,3917,8,10,33.039
117.253.146.211,36426,43.173.121.144,799,443,5068,4524,15,14,5.456
27.107.108.54,5007,20.44.10.123,443,443,70461,10483,88,60,96.122
103.199.205.67,63442,54.192.151.54,443,443,3032,38317,34,34,0.508
106.208.46.62,64798,165.225.7.89,443,443,3534,109188,54,80,5.569
14.97.192.244,46874,20.42.72.131,443,443,8533,7074,13,10,1.128
152.59.49.121,27077,108.157.238.118,443,443,5536,191753,86,152,2.235
106.206.125.111,61628,129.227.29.60,443,443,1690,7387,14,13,30.123
49.35.192.7,36636,18.155.33.127,443,443,2370,6108,14,12,1.385
14.99.7.238,49222,52.123.128.14,443,443,2399,15443,17,16,0.454
112.79.123.82,50926,35.190.118.8,443,443,1978,4785,18,17,25.453
14.143.11.66,52320,34.98.123.168,443,443,4945,107681,56,86,2.071
165.225.124.89,2878,34.36.155.211,443,443,30912,36092,497,499,4800.084
27.59.192.51,6079,108.157.238.111,443,443,2154,31885,24,28,1.651
2401:4900:4e43:7fce:7018:70ff:fe24:195f,57542,2a04:4e42:5a::820,443,443,4202,39828,31,43,0.85
117.96.43.149,6375,163.171.205.116,443,443,2289,25562,28,27,0.38
139.5.11.144,22672,38.143.59.72,8443,443,1247,2591,7,5,5.568
103.208.68.241,59238,54.178.125.94,443,443,128515,165936,3087,3089,3606.715
2402:e280:3d90:7fd:3128:f6d9:eff0:68e8,64953,2620:116:800e:21:a878:7c6e:cf7b:3362,443,443,2145,4306,12,9,3.647
59.160.147.2,8290,34.101.114.154,443,443,1277,5336,13,11,29.172
152.57.252.48,51706,54.230.27.121,443,443,1943,6960,11,14,1.17
27.107.28.102,52704,52.123.253.75,443,443,1716,5832,10,7,0.161
106.219.172.5,21099,131.229.224.123,8081,443,5664,10654,14,17,30.029
14.195.173.26,51543,144.24.116.30,443,443,3968,5244,10,11,16.747
14.194.10.237,35214,13.205.162.101,443,443,1730,4879,11,12,0.261
117.96.43.139,27997,178.62.198.202,9150,443,2990,2666,16,14,57.557
103.135.107.70,57718,150.171.29.11,443,443,1755,7349,11,16,0.312
210.57.50.46,22581,35.223.238.178,443,443,4156,15898,18,20,3.444
103.245.74.5,46706,34.98.77.231,443,443,298022,293704,4362,4372,66001.073
122.98.94.58,14813,35.199.160.45,443,443,196635302,14798260,273451,165930,79823.845
14.194.9.130,51980,72.153.5.141,443,443,1799,3634,12,9,1.393
157.45.203.113,38048,18.155.49.98,443,443,2029,34157,21,32,1.03
27.107.91.50,62487,52.108.8.12,443,443,5381,8911,14,15,0.18
111.93.74.157,64994,13.204.106.34,443,443,2412,25473,15,25,100.508
59.99.152.15,62734,50.16.147.113,443,443,1887,10971,17,18,1.331
152.59.9.95,36754,108.157.238.111,443,443,5851,310510,95,238,0.665
115.160.220.82,33865,20.165.94.49,443,443,1143,53203,14,39,1.546
103.58.7.97,41644,129.227.29.60,443,443,1896,8442,14,14,30.195
103.208.68.16,8389,75.2.121.78,443,443,4009,5799,13,21,21.035
14.194.221.233,62520,165.225.60.26,443,443,1624,1295,19,30,364.451
122.98.94.60,38274,34.102.140.103,443,443,15381,19720,231,236,2398.911
2405:201:c417:280b:1b5d:11da:2139:3347,41868,2600:9000:2571:7800:a:73fe:dfc0:93a1,443,443,6273,157144,71,127,5.25
2401:4900:4822:36e2:e90:1047:fc53:7a72,42622,2a04:4e42:5a::820,443,443,2434,9508,16,18,1.978
111.93.74.150,41750,52.110.16.163,443,443,3986,6738,9,4,0.057
14.194.135.182,52086,52.66.152.8,443,443,1388,3835,5,5,0.3
45.121.2.216,5986,99.86.30.10,443,443,2944,35113,32,31,0.521
59.183.14.133,41000,129.227.29.60,443,443,1789,974,9,10,30.32
223.239.25.26,18574,35.244.195.33,443,443,5847,7285,20,31,163.543
165.204.157.249,15701,35.190.118.8,443,443,1722,4629,14,14,0.113
157.48.183.160,39930,13.32.251.70,443,443,1817,10634,13,13,1.23
157.32.134.17,23166,13.32.251.70,443,443,1808,11541,13,13,0.67
117.96.43.70,1346,34.104.37.29,443,443,6835,1115155,143,873,0.669
152.59.8.5,42900,18.155.49.98,443,443,3173,80509,43,68,1.435
223.188.242.32,54420,34.160.32.54,443,443,7416,121886,97,106,3.696
117.215.28.192,43976,151.101.211.52,443,443,2058,6297,15,15,2.831
116.204.172.29,44522,3.5.0.1,443,443,335589,11911,160,100,3.258
14.194.55.146,25866,52.123.130.14,443,443,23500,51254,35,79,4.345
2406:69c0:1000::1b,443,2409:40f4:34:e8bb:f866:95ff:fe91:49c0,42506,443,1216,2442,10,7,21.13
59.183.138.240,55398,129.227.29.100,443,443,2588,7066,12,8,18.68
49.249.136.49,44977,20.119.144.5,443,443,2750,5196,6,6,1.08
157.32.131.187,59350,13.32.251.27,443,443,1786,8531,13,11,0.707
117.221.129.188,45240,54.250.31.229,443,443,4020,3641,21,20,181.1
14.195.75.138,30955,52.123.226.25,443,443,3558,1771,6,5,0.227
14.195.31.98,19759,34.142.223.35,27017,443,3331,8170,13,10,10.313
103.208.68.107,41481,94.26.47.55,4433,443,1546,1078,14,13,60.364
2409:40c1:643d:214e:8000::,37120,2600:1f18:ebc:3400:aed6:5075:7419:d33d,443,443,19808,5467,28,14,4.495
106.200.173.178,6148,18.155.49.78,443,443,6376,78114,50,66,12.108
106.200.167.218,7365,13.32.251.123,443,443,3026,47253,41,39,0.085
103.199.202.76,49969,20.244.81.178,8443,443,115439,810316,401,626,6.801
180.148.214.81,34776,8.209.78.10,443,443,999,1456,8,1,0.678
45.119.28.24,21656,52.110.15.137,443,443,2736,7160,8,10,0.043
117.216.243.242,42038,3.253.183.169,443,443,137084,13713,134,66,72.829
27.107.110.254,45880,98.70.209.95,443,443,1940,10763,17,17,0.428
223.239.24.177,14225,13.200.106.188,443,443,2951,4902,14,11,19.925
157.50.128.182,48252,54.240.162.26,443,443,3136,36120,36,33,1.023
110.224.169.77,58500,54.151.195.69,443,443,1988,692,12,5,74.723
139.5.1.172,2370,18.164.188.64,443,443,6576,65432,61,75,4.263
223.239.24.89,26694,35.222.249.58,443,443,5175,6441,23,17,18.678
2402:e280:3e2e:5ba:ac01:64b9:88d7:e39b,54942,240b:4000:f10::73,8443,443,2066,6945,13,13,16.715
2402:3a80:4054:ac6d:fbbf:1821:6257:ef92,43240,2600:1901:1:388::,443,443,24979,8895,39,47,101.31
103.121.153.58,38282,185.38.109.208,443,443,941,372,8,7,48.3
117.231.197.22,47943,129.227.29.60,443,443,1960,8551,12,14,30.855
117.241.102.246,57387,148.113.20.109,443,443,12817,13311,235,236,1807.121
2402:3a80:4244:df77:0:50:fc6f:201,49124,2406:69c0:1000::1d,443,443,5089,7676,22,18,22.01
106.206.29.63,15913,92.223.116.254,443,443,2895,29629,28,31,0.972
115.160.220.158,55590,18.239.201.106,443,443,3780,2802,9,8,26.864
49.248.202.154,45492,72.153.5.133,443,443,1928,3391,13,8,1.306
115.110.208.163,44286,172.201.237.165,443,443,15052,14523,29,22,1.395
14.96.203.102,55667,13.200.41.150,443,443,629525,30730,550,530,21.857
2401:4900:368b:d851:884f:a4ff:fedc:7ac3,39334,2a04:4e42:5a::820,443,443,4372,40900,33,43,6.01
14.96.211.202,57533,52.1.145.223,443,443,2269,4954,7,9,1.217
103.208.68.138,58376,54.209.172.253,443,443,3686,6298,18,20,61.291
2401:4900:1c75:7394:60a4:3e04:3127:2266,58270,2600:1901:0:8956::,443,443,2127,4947,16,14,6.063
45.127.44.101,60387,3.5.147.19,443,443,2374,4893,13,13,31.924
59.93.109.64,49228,34.47.206.11,5223,443,3981,6827,18,13,9.017
106.217.221.68,32260,34.142.153.126,443,443,2613,4857,15,14,47.138
223.180.181.183,26967,47.79.0.211,443,443,5282,10105,26,28,59.886
106.217.58.175,1092,99.86.182.24,443,443,5054,113022,80,90,0.869
27.107.81.42,51842,108.159.91.25,443,443,26727,67518,52,73,37.046
103.126.199.178,59745,101.46.33.248,13000,443,7133,4503,12,11,0.948
223.185.200.207,24034,185.200.118.62,443,443,681,4862,3,7,2.634
122.98.94.59,11354,34.149.129.171,443,443,1874,7839,23,22,270.189
106.206.21.192,6989,34.149.82.222,443,443,158456,6679075,2673,5006,63.076
106.194.23.215,48572,129.227.29.60,443,443,2010,8053,14,14,30.75
117.97.246.8,41306,44.219.78.85,443,443,1017,14716,8,15,5.697
123.242.248.187,35204,170.85.31.249,443,443,42224890,41641391,541872,536311,88816.174
106.206.6.211,5689,52.66.70.168,443,443,7169,190385,101,145,46.21
14.96.211.170,60130,173.243.140.18,443,443,2356,9368,12,16,75.216
115.160.215.222,52250,65.20.82.86,443,443,4157,1284,10,11,6.008
114.29.232.106,47492,165.154.114.49,443,443,341536,10057,293,94,0.547
117.231.230.2,53062,18.161.246.44,443,443,1073,7662,11,10,30.149
103.109.144.11,10584,52.123.129.14,443,443,8802,10225,20,18,1.358
2402:e280:2166:2e7:2a07:8ff:fe05:578a,57918,2406:da14:2c1:fb00:76ef:d536:f128:c154,443,443,66573,7232,57,33,0.556
117.203.68.251,50641,45.133.44.5,443,443,603,3377,7,6,0.479
45.119.31.39,7925,3.64.248.66,443,443,34274,5529,32,20,1.264
2401:4900:2666:19fb:ecdb:dd8a:984b:71c9,44108,2600:1901:0:8956::,443,443,2435,5117,17,17,25.307
157.35.78.79,44302,18.155.49.104,443,443,2770,38465,36,34,0.72
49.35.192.245,55116,54.230.27.27,443,443,3252,10751,15,15,1.57
106.195.4.237,55105,129.227.29.60,443,443,1931,7850,14,13,30.393
20.42.73.25,443,117.193.76.10,56307,443,7066,398,8,6,25.096
42.107.214.70,19716,35.241.3.184,443,443,2094,15461,16,18,1.62
2402:3a80:4728:88cb:378:5634:1232:5476,40730,2600:1901:0:8956::,443,443,2453,5756,12,15,3.237
14.195.139.254,59722,3.7.161.16,443,443,81496,28508,302,344,1199.196
117.220.35.148,59771,180.179.171.182,443,443,10023,140528,55,260,1.055
122.248.161.49,5107,163.116.212.35,443,443,1172119,2245839,3619,4335,144.076
210.57.50.46,46587,98.87.143.182,443,443,4437,6152,11,13,34.132
152.58.33.51,65461,3.163.238.4,443,443,10395,808186,157,651,3.125
106.209.165.168,44769,103.144.110.17,443,443,2550,8066,13,17,7.38
2402:3a80:14f:72da::a00f:4222,32868,2600:1901:0:8956::,443,443,2053,4825,13,13,0.903
59.96.103.152,38910,3.254.238.10,443,443,893727,27062,731,319,44.664
182.156.140.106,63217,23.106.127.49,443,443,2479,857,8,7,11.566
2402:3a80:fd:ce4b:72c2:4b11:a7f0:ae2,48170,2600:1901:0:8956::,443,443,2054,4909,15,14,0.49
152.57.254.207,53050,13.32.251.27,443,443,1726,8817,13,12,2.885
115.114.111.54,6046,52.157.224.96,8443,443,2199,1989,10,8,0.74
180.151.37.34,32981,137.116.128.188,443,443,8478,12262,17,14,30.445
203.78.214.170,11252,3.120.221.108,443,443,3524,9049,8,9,1.168
123.242.248.190,60239,52.123.131.14,443,443,1401,7704,9,15,0.388
103.160.26.235,40808,188.240.13.9,443,443,3950,70982,57,46,7.784
111.93.183.202,63355,34.102.128.190,443,443,934,6310,9,10,1.697
115.114.140.209,50802,54.192.151.73,443,443,21997,1480214,342,1055,2.238
202.168.84.192,13980,129.227.29.115,443,443,2838,8287,16,15,31.681
61.0.223.12,50164,34.47.206.11,5223,443,3342,6364,10,6,1.105
14.97.50.54,56184,13.250.91.79,443,443,1862,5368,13,10,0.383
122.162.148.27,14343,94.26.73.25,4433,443,2444,1547,20,17,98.417
103.59.73.20,17571,34.237.228.252,443,443,20984,13342,17,21,1.03
203.76.100.182,1106,148.113.20.3,443,443,141852,159264,3312,3077,15696.911
27.107.4.4,57625,104.208.16.92,443,443,834,6655,9,7,0.512
49.35.193.223,31008,13.32.251.122,443,443,12493,341779,146,261,10.78
194.119.5.92,17374,52.111.252.61,443,443,15007,56683,56,69,371.712
103.8.37.91,36057,52.182.143.215,443,443,34828,8239,38,27,3.571
157.32.142.177,49654,18.155.33.99,443,443,1813,6044,13,11,1.377
119.82.104.226,56019,54.69.175.167,443,443,7022,4836,8,8,19.837
14.99.254.214,52168,18.161.216.124,443,443,1952,60807,28,53,0.795
157.35.78.88,42740,18.155.49.62,443,443,2533,38431,32,33,0.73
14.97.217.44,20537,52.217.120.136,443,443,3772,33109,37,37,31.58
2409:40c2:7011:744b:8000::,55236,2600:9000:2632:da00:9:effd:fb40:93a1,443,443,58139,987364,733,778,22.354
117.196.200.69,51200,45.133.44.23,443,443,15065,312655,221,222,12.508
106.78.28.23,51386,35.190.118.8,443,443,1983,4897,20,19,28.83
14.99.103.154,56822,40.119.249.228,443,443,744,3959,9,3,0.208
117.96.41.67,4145,45.58.161.120,443,443,1244,3308,11,7,4.213
223.185.205.131,6539,15.206.71.68,443,443,2013,5715,16,17,23.941
182.156.5.14,50100,34.96.84.189,443,443,1627,5533,10,13,0.756
2401:4900:2651:219c:b465:291f:ec96:3a34,56806,2600:1901:0:8956::,443,443,2783,5720,23,23,45.458
14.195.160.90,59420,34.232.233.147,443,443,1004,5719,9,10,0.897
103.153.166.98,64726,3.254.236.135,443,443,175709,21150,158,74,86.663
106.215.198.72,6047,13.225.103.99,443,443,11947,291061,203,232,1.775
103.138.226.5,50740,124.222.148.42,443,443,1057,6749,10,8,4.467
59.178.198.10,63486,150.171.28.10,443,443,2298,11421,24,22,2.75
117.201.245.226,48506,93.127.208.172,443,443,1581,4982,12,12,1.335
45.121.2.32,64380,43.201.213.18,443,443,3288,11048,22,17,6.185
152.59.6.184,49458,18.155.49.51,443,443,2368,35649,22,33,0.26
157.32.126.189,23128,18.155.49.101,443,443,2796,41956,36,37,9.153
106.217.201.99,1260,18.155.33.84,443,443,2794,61459,37,50,1.872
1.39.95.122,33020,35.190.118.8,443,443,2221,4850,16,16,25.362
106.196.35.81,35554,3.163.238.4,443,443,4981,124075,76,98,3.628
14.98.233.17,63741,101.32.244.57,799,443,38973,2090,51,27,1.105
61.16.130.50,50610,4.213.169.155,443,443,1338,7389,11,12,0.479
103.72.9.248,61661,151.101.37.155,443,443,7657,182281,128,127,1.862
106.195.10.158,53590,34.149.43.113,443,443,3822,1355,9,8,3.29
117.96.43.77,15413,13.234.36.35,14189,443,706,2800,7,7,0.18
117.96.41.53,4075,23.109.135.45,443,443,4137,24940,33,26,24.603
152.59.46.165,12587,18.155.49.62,443,443,3037,35754,35,33,0.51
2409:40e2:200b:b2ed:8000::,38966,2a04:4e42:7b::272,443,443,14623,620780,173,465,3.196
202.2.203.30,5011,40.99.36.34,443,443,5786,8006,14,15,0.922
2409:40d4:5091:3e41:7154:62af:b872:49cf,49382,2a02:b48:8301::70,443,443,14708,467108,166,368,1.178
27.107.43.69,53298,20.50.201.195,443,443,4893,7312,13,10,0.557
117.96.41.92,24524,43.130.15.8,799,443,7581,3009,17,12,3.686
106.217.213.79,37114,129.227.29.60,443,443,1734,7493,16,14,55.965
2402:3a80:4017:89ba:35c4:43d7:7d35:f8f8,47228,2600:1901:0:8956::,443,443,2293,5137,17,17,25.53
27.107.1.246,47295,34.54.243.150,443,443,791493,14836,569,247,2.141
223.239.27.93,50589,45.133.44.23,443,443,30078,1256980,530,945,3.621
2401:4900:52fe:5741:9ca2:74ff:fe84:382c,45348,2600:1901:0:8956::,443,443,2258,5221,17,18,25.474
106.210.190.123,56408,34.144.237.142,443,443,5053,1648,12,11,3.157
117.96.42.11,12608,138.68.32.225,443,443,30970,1231749,515,960,23.482
139.5.250.45,54166,52.74.98.100,443,443,2851,5349,12,10,0.281
14.97.19.102,61335,20.190.145.160,443,443,5634,18551,21,5,0.636
106.208.47.18,65345,3.163.238.4,443,443,2141,40637,23,37,0.329
103.208.68.127,31436,52.31.176.228,5223,443,991,1894,8,7,1.265
106.195.2.7,21827,18.161.229.109,443,443,3033,8306,17,20,2.296
106.200.168.49,10446,13.32.251.114,443,443,3886,73871,58,56,0.108
14.96.133.250,21354,20.167.82.148,443,443,5041,6409,14,14,41.353
106.200.167.7,4267,129.227.29.100,443,443,2536,13982,15,16,23.835
54.197.82.195,12491,103.117.156.169,443,443,1878,53993,27,30,4.279
202.135.181.134,44528,20.190.135.19,443,443,892,6494,8,4,0.674
157.10.248.78,64957,135.181.230.81,443,443,1655,6623,12,8,9.652
2401:4900:5940:d59a:cd58:3eca:4cbb:f808,48144,2600:1901:0:8956::,443,443,4372,9818,30,28,1.884
103.178.191.117,56218,119.8.44.252,6615,443,498,795,5,3,1.096
2402:3a80:1c4a:bb7f::1903:f9b7,46298,2600:1901:0:8956::,443,443,2279,5243,17,17,25.391
106.208.61.7,63166,129.227.29.115,443,443,1436,8014,13,14,30.545
103.163.98.176,39154,49.51.206.177,799,443,4751,2587,10,11,10.017
103.176.157.88,47756,43.102.24.200,799,443,8154,2941,15,13,16.723
14.96.211.234,39982,13.126.142.17,443,443,1540,27135,11,24,0.1
42.105.75.172,21558,34.54.122.72,443,443,1978,7987,13,13,10.652
157.32.142.176,40946,54.230.27.87,443,443,32783,1268657,555,930,15.345
103.199.205.191,32490,13.225.103.47,443,443,6200,139668,102,101,0.464
106.207.136.120,10734,129.227.29.67,443,443,6401,332,7,2,14.889
2401:4900:188b:7e7f:2037:6694:8748:b328,48042,2a02:6ea0:d100::61,443,443,25016,867166,320,612,0.763
45.119.30.45,5614,98.95.17.42,443,443,1816,3147,11,10,66.087
2401:4900:5273:80a6:0:36:e574:1301,37232,2600:9000:213c:b600:19:c3dd:8580:21,443,443,4009,54848,36,47,1.616
117.215.129.32,9365,96.45.46.46,853,443,6324304,13534281,72880,48145,58968.047
202.81.155.57,19312,51.104.15.253,443,443,4017,7588,15,12,94.783
2401:4900:52fd:80f1:183f:5bc5:9886:bfd6,59240,2600:1901:0:8956::,443,443,2422,4969,18,15,3.842
14.98.178.254,23005,35.190.118.8,443,443,1825,4602,16,15,25.124
45.119.31.39,50640,108.158.243.116,443,443,3347,6034,12,12,28.31
14.195.101.250,52687,163.116.160.56,443,443,1458,5692,10,10,0.874
117.96.42.97,13318,94.26.73.40,4433,443,23672,2346,37,31,80.057
182.156.253.125,59182,51.11.192.49,443,443,3526,7583,11,13,0.881
59.178.254.221,44225,52.73.133.189,443,443,2538,7644,19,16,2.161
106.196.33.14,62434,13.203.135.235,443,443,4504,7267,38,27,145.035
106.200.151.241,16150,35.190.118.8,443,443,3602,5402,19,21,28.06
103.136.201.135,56398,68.233.115.217,443,443,2115,9110,13,14,0.258
27.107.82.66,61332,52.108.236.31,443,443,4206,7661,10,9,1
42.105.79.118,21030,35.190.118.8,443,443,1886,4629,15,14,0.304
152.59.9.145,53920,18.155.49.128,443,443,2379,32825,29,30,0.44
157.48.187.169,46174,18.155.49.103,443,443,3100,36782,36,34,2.491
139.5.1.154,7106,18.164.188.120,443,443,2269,34693,24,32,6.488
2401:4900:531f:94a6:90f2:a7ff:fee0:9fcf,49250,2600:1901:0:8956::,443,443,2215,4825,15,13,5.722
117.96.40.211,21803,3.7.243.167,443,443,2957,4954,14,12,0.297
103.109.144.8,5381,20.190.146.32,443,443,4616,8438,16,10,0.336
202.80.57.214,41304,20.50.80.214,443,443,12819,5397,12,10,0.76
2401:4900:b08:fc0b:0:4c:e66d:7101,58502,2a04:4e42:42::820,443,443,6101,35229,43,43,18.161
106.200.167.9,2824,18.155.49.105,443,443,5947,120332,90,92,1.857
110.224.18.158,7460,129.227.29.102,443,443,1928,8028,15,13,3.459
2401:4900:33a1:f606:1:0:d226:d9cb,50168,2600:9000:2634:2c00:10:af61:9240:21,443,443,5832,72599,58,65,2.769
117.198.173.8,64191,34.149.43.113,443,443,4183,1263,10,8,3.167
49.249.48.228,26457,13.89.178.27,443,443,5792,7438,15,15,24.83
157.50.95.217,60922,54.230.27.45,443,443,2689,8180,17,22,1.88
52.168.117.169,443,103.76.232.144,22982,443,6110,20429,16,26,18.407
157.32.134.58,48332,13.32.251.113,443,443,1846,8749,13,11,0.82
14.98.120.138,53102,52.219.158.90,443,443,1964,6344,13,8,6.067
223.227.31.5,2001,34.49.75.112,443,443,4205,104388,60,79,16.047
27.107.37.134,65304,52.137.106.217,443,443,1778,4774,12,12,1.451
117.237.11.10,21957,129.227.29.60,443,443,1779,10908,11,20,32.717
106.206.6.121,14075,78.46.189.200,443,443,1834,1309,9,7,31.007
103.208.68.100,27752,18.245.158.203,443,443,137843,87073,177,107,56.127
14.98.16.6,46377,20.107.224.10,443,443,43562,7770,55,16,11.979
2401:4900:2672:2615:f78f:92f4:a61f:1f47,48014,2a04:4e42:31::820,443,443,2569,19250,22,22,9.356
112.110.61.32,48350,35.190.118.8,443,443,6962,7218,32,38,58.255
14.97.218.74,28099,151.101.37.155,443,443,15298,912555,290,628,1.932
117.237.6.132,11505,52.66.70.101,443,443,2603,1005,11,9,0.571
119.2.118.136,17616,199.232.170.73,443,443,13182,13504,169,170,1204.838
194.119.5.92,37306,52.108.52.22,443,443,35673,29520,391,323,1808.393
14.97.160.78,28097,35.194.62.236,443,443,895,2578,7,8,2.017
110.235.236.194,6859,212.83.149.198,21291,443,3700,5358,13,14,32.218
152.59.6.199,42858,18.155.49.62,443,443,3568,34517,35,33,5.756
134.242.224.238,49075,40.82.248.226,443,443,7492,9006,11,13,2.025
117.235.86.234,41180,99.86.30.8,443,443,1785,11157,18,15,0.991
202.81.155.64,17251,72.145.163.206,443,443,9485,7416,21,19,75.928
139.5.1.84,13485,72.154.7.112,443,443,1096,3755,10,10,2.45
180.151.198.158,64495,135.234.160.245,443,443,15124,3545,18,9,3.424
139.5.10.227,52401,92.223.116.254,443,443,13737,431489,168,351,2.303
223.180.178.201,50342,54.192.142.66,443,443,6332,8175,19,19,52.899
2401:4900:265e:45f1:0:49:fae3:3301,42852,2600:1901:0:8956::,443,443,1922,5037,14,16,25.302
106.206.5.194,13756,3.5.211.249,443,443,1799,7670,16,16,0.068
103.97.106.68,59630,52.92.33.250,443,443,1777,15702,11,23,7.73
106.196.41.229,54372,13.225.103.127,443,443,2931,38645,32,35,0.605
2401:4900:368c:afce:2:2:cd72:fbf9,56158,2600:1901:0:8956::,443,443,1796,4623,13,11,0.082
157.32.128.7,40150,54.230.27.27,443,443,1434,8960,13,13,1.521
58.84.62.215,11470,199.232.113.155,443,443,2401,58830,27,46,29.379
103.149.127.71,44562,174.35.76.111,443,443,5927,224426,92,161,4.881
157.48.184.240,43186,54.240.162.27,443,443,5574,116890,90,89,0.81
202.168.85.144,45810,20.72.205.209,443,443,1778,4694,12,10,1.873
59.92.60.51,3154,47.79.65.156,443,443,30307,7771,37,32,1.937
103.208.68.169,1060,20.44.10.123,443,443,3084,7082,9,11,2.501
157.32.115.38,59800,13.32.251.76,443,443,2102,6134,13,11,3.841
104.208.16.88,443,14.194.49.182,59346,443,7943,314,4,3,1.255
14.195.8.113,57437,165.225.60.26,443,443,1576,1048,18,24,240.898
180.151.58.75,50013,52.106.216.195,443,443,2856,6824,8,9,0.098
117.203.51.138,43072,88.99.65.143,443,443,1414,8153,15,12,0.744
103.208.68.6,32533,15.235.218.75,443,443,9584,18295,27,30,15.524
180.151.49.206,64191,51.79.154.29,443,443,3649,9950,20,22,63.063
117.253.245.226,56964,18.164.202.97,443,443,2771,7764,19,19,9.918
106.198.72.128,2007,129.227.29.60,443,443,1968,8242,14,19,31.905
59.183.0.24,52714,3.108.79.92,443,443,1836,5509,14,14,1.883
223.189.77.124,8197,3.222.252.193,443,443,1998,4786,12,10,1.076
103.72.9.221,62460,35.177.196.110,443,443,1424,4041,8,9,15.366
117.200.124.236,58574,34.86.118.39,443,443,8314,12472,130,173,2402.562
103.133.158.172,41026,94.26.47.76,4433,443,1546,1078,14,13,60.592
205.254.168.202,53976,185.38.109.205,443,443,3484,380,6,7,63.085
223.190.84.186,23415,131.229.224.123,8081,443,2328,9848,11,15,28.942
106.200.151.238,5505,13.200.121.29,443,443,2705,4819,16,12,6.868
2401:4900:4941:bf4e:b08b:11ff:fe3d:1972,44904,2a04:4e42:200::649,443,443,6736,72649,59,60,4.013
182.50.68.127,58274,47.130.6.20,443,443,15277,12560,39,29,158.681
47.11.22.213,55478,54.230.27.98,443,443,3213,8937,20,23,2.198
106.195.13.81,39878,54.250.31.229,443,443,3898,3694,21,21,180.957
119.82.111.5,54044,52.123.130.14,443,443,5944,13339,16,16,0.433
202.81.155.1,20948,52.182.143.209,443,443,634,6615,4,6,0.502
111.93.173.178,49709,3.111.241.224,443,443,4224,1210,21,17,248.545
103.76.232.155,10458,40.126.17.132,443,443,8819,8111,22,14,1.603
14.194.217.226,50030,20.189.173.23,443,443,32243,8009,33,19,1.552
106.198.26.186,18500,13.233.249.99,443,443,8890,10558,104,67,422.384
223.185.201.7,48602,199.232.103.52,443,443,1464,4831,10,10,0.323
14.194.52.50,63871,52.123.255.226,443,443,3776,4500,8,8,1.184
117.197.136.133,49652,35.190.118.8,443,443,1631,356,14,2,0.932
117.242.38.116,43290,108.158.232.70,443,443,3181,47575,43,41,0.177
157.32.217.154,49082,3.163.238.4,443,443,1161,4801,11,11,39.026
14.96.212.210,47674,3.108.21.11,443,443,4216,7446,13,14,5.179
59.182.225.252,48246,129.227.29.60,443,443,1845,7954,13,13,33.88
117.235.197.218,49534,18.66.85.70,443,443,1791,2160,11,10,0.354
103.210.101.87,44396,13.35.20.124,443,443,2685,35729,26,31,21.853
27.107.43.69,64672,4.208.13.1,443,443,4901,6991,15,12,1.167
117.231.161.142,57957,52.6.228.48,443,443,5569,3193,15,9,60.27
106.200.159.5,15415,18.155.33.99,443,443,1605,7420,12,11,2.049
192.140.155.91,54314,107.167.96.38,443,443,3646,5246,10,9,1.978
49.35.192.71,47900,54.230.27.26,443,443,1762,8686,13,11,0.416
2405:201:c02d:d181:9d33:b826:d0a:141d,53966,2600:9000:2632:a400:4:f388:b00:21,443,443,6435,52995,55,49,19.522
203.78.220.194,58161,34.192.205.138,443,443,512,5374,5,15,83.121
103.76.232.156,5638,52.168.117.170,443,443,2047,7298,10,7,1.741
117.199.124.138,55736,34.102.128.190,443,443,659,5324,6,7,0.146
120.60.28.162,57192,20.44.239.154,443,443,1209,4764,12,11,0.343
182.156.242.178,50736,35.223.238.178,443,443,1864,58913,20,49,1.901
152.59.49.229,36549,54.230.27.33,443,443,1866,8761,13,11,0.351
152.58.24.18,48710,54.230.27.26,443,443,1978,8942,13,11,0.565
117.254.52.34,58531,208.91.112.55,443,443,892,1752,7,6,0.175
2406:69c0:1000::18,443,2401:4900:96e2:8dab:277f:e6c6:2a16:4c9f,60494,443,7153,2658,14,8,33.72
49.249.54.122,45960,34.36.73.246,443,443,3123,3606,9,9,30.124
14.96.128.70,64348,20.50.201.195,443,443,49965,5774,44,26,1.218
103.83.211.157,18292,168.149.182.167,8443,443,1149,6076,10,13,1.823
49.249.31.18,20686,13.205.92.148,443,443,1532,7203,11,12,0.136
